"seq.name"	"rat.id"	"barcode"	"read.length"	"mean.read.accur"	"median.read.accur"	"sequence.run"	"subject.id"	"percent.ident"	"align.length"	"mismatches"	"gap.opens"	"query.start"	"query.end"	"subject.start"	"subject.end"	"bit.score"	"subject.descr"	"species"	"blast.genus"	"readl.alignl.ratio"	"megan.kingdom"	"megan.phylum"	"megan.class"	"megan.order"	"megan.family"	"megan.genus"
"9981305e-779e-4760-bf9d-17862eae4a57 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=432 ch=66 start_time=2017-01-26T00:38:27Z barcode=barcode12"	"AP8"	"JNB12"	456	0.88570130455787	0.936904265551981	"January"	"gi|1189127727|ref|NC_029781.2|"	85.03	354	53	29	71	404	21498471	21498127	333.517	"Arachis duranensis cultivar V14167 chromosome A10: Aradu1.1: whole genome shotgun sequence"	"Arachis duranensis"	"Arachis"	0.776315789473684	"2759"	"35493"	NA	"72025"	"3803"	"3817"
"b5d36df7-bdc0-416b-82e7-443381f7d41f runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=10263 ch=70 start_time=2017-01-26T13:55:19Z barcode=barcode12"	"AP8"	"JNB12"	855	0.891335876316577	0.936904265551981	"January"	"gi|1189127731|ref|NC_029777.2|"	88.13	817	97	56	71	849	77912976	77912178	920.752	"Arachis duranensis cultivar V14167 chromosome A06: Aradu1.1: whole genome shotgun sequence"	"Arachis duranensis"	"Arachis"	0.955555555555556	"2759"	"35493"	NA	"72025"	"3803"	"3817"
"4f9279c5-b031-41cb-9453-77c8e06723fe runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=3954 ch=72 start_time=2017-01-26T05:39:42Z barcode=barcode12"	"AP8"	"JNB12"	628	0.889278104452889	0.936904265551981	"January"	"gi|401891875|gb|JH795959.1|"	88.48	512	59	28	76	571	1445370	1444871	593.895	"Botryotinia fuckeliana T4 unplaced genomic scaffold BcT4_SuperSuperContig_P_V3__V4: whole genome shotgun sequence"	"Botryotinia fuckeliana"	"Botryotinia"	0.815286624203822	"2759"	"4890"	"147548"	"5178"	"28983"	NA
"e3b052f6-e0f1-4c72-bd76-7f78074054e5 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=6900 ch=72 start_time=2017-01-26T10:50:47Z barcode=barcode12"	"AP8"	"JNB12"	467	0.885886287594118	0.936904265551981	"January"	"gi|744792867|gb|KN715726.1|"	78.93	413	87	43	73	457	8850791	8851188	241.185	"Arachis ipaensis cultivar K30076 chromosome B07 genomic scaffold: whole genome shotgun sequence"	"Arachis ipaensis"	"Arachis"	0.884368308351178	"2759"	"35493"	NA	"72025"	"3803"	NA
"f044e1d2-9fef-436e-857d-dfa5cade4f1e runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=3055 ch=73 start_time=2017-01-26T04:44:12Z barcode=barcode12"	"AP8"	"JNB12"	480	0.900803443358756	0.949881276637273	"January"	"gi|372450205|ref|NC_016740.1|"	82.28	378	67	35	73	426	293998	293632	294.738	"Phoenix dactylifera mitochondrion: complete genome"	"Phoenix dactylifera"	"Phoenix"	0.7875	"2759"	"35493"	"4447"	"40551"	"4710"	NA
"f74aa7a3-adc7-485f-b686-97c6bd1c8d7b runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=3223 ch=73 start_time=2017-01-26T05:20:03Z barcode=barcode12"	"AP8"	"JNB12"	488	0.91657300311031	0.968377223398316	"January"	"gi|744792795|gb|KN715797.1|"	90.91	429	39	30	70	477	530952	530533	549.575	"Arachis ipaensis cultivar K30076 chromosome B09 genomic scaffold: whole genome shotgun sequence"	"Arachis ipaensis"	"Arachis"	0.879098360655738	"2759"	"35493"	NA	NA	NA	NA
"74db55f2-7c60-4fcc-85c7-19f6c6fd62c2 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=1623 ch=76 start_time=2017-01-26T02:12:58Z barcode=barcode12"	"AP8"	"JNB12"	657	0.911250583897248	0.949881276637273	"January"	"gi|1189127731|ref|NC_029777.2|"	93.33	270	18	10	156	418	77802900	77803166	390.763	"Arachis duranensis cultivar V14167 chromosome A06: Aradu1.1: whole genome shotgun sequence"	"Arachis duranensis"	"Arachis"	0.410958904109589	"2759"	"35493"	NA	"72025"	"3803"	NA
"e3927470-a25c-4b74-8ad7-02eb8ea4d7f6 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=4858 ch=76 start_time=2017-01-26T08:41:05Z barcode=barcode12"	"AP8"	"JNB12"	478	0.923874465769117	0.968377223398316	"January"	"gi|401891871|gb|JH795963.1|"	93.07	361	25	18	68	416	1123745	1123391	512.642	"Botryotinia fuckeliana T4 unplaced genomic scaffold BcT4_SuperSuperContig_M4_V3_C__V4: whole genome shotgun sequence"	"Botryotinia fuckeliana"	"Botryotinia"	0.755230125523013	"2759"	"4890"	"147548"	"5178"	"28983"	NA
"9b5620bf-f112-4b83-9f82-33b51a04a7d8 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=1169 ch=77 start_time=2017-01-26T02:01:56Z barcode=barcode12"	"AP8"	"JNB12"	456	0.915589527265703	0.949881276637273	"January"	"gi|744793123|gb|KN715470.1|"	89.28	373	40	21	96	453	1636864	1636498	448.01	"Arachis ipaensis cultivar K30076 chromosome B01 genomic scaffold: whole genome shotgun sequence"	"Arachis ipaensis"	"Arachis"	0.817982456140351	"2759"	"35493"	NA	"72025"	"3803"	"3817"
"4ffcbf59-8081-4999-9ad9-de128dc0b0e0 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=286 ch=77 start_time=2017-01-26T00:29:24Z barcode=barcode12"	"AP8"	"JNB12"	357	0.917111543067853	0.96018928294465	"January"	"gi|744792897|gb|KN715696.1|"	90.85	284	26	18	80	354	20738	20464	364.91	"Arachis ipaensis cultivar K30076 chromosome B06 genomic scaffold: whole genome shotgun sequence"	"Arachis ipaensis"	"Arachis"	0.795518207282913	"2759"	"35493"	NA	"72025"	"3803"	"3817"
"4f4b24ca-758c-4705-979f-cfb3df686d68 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=780 ch=77 start_time=2017-01-26T01:42:23Z barcode=barcode12"	"AP8"	"JNB12"	438	0.869636431539623	0.936904265551981	"January"	"gi|744792735|gb|KN715857.1|"	79.6	299	61	28	83	367	1393603	1393887	189.479	"Arachis ipaensis cultivar K30076 chromosome B10 genomic scaffold: whole genome shotgun sequence"	"Arachis ipaensis"	"Arachis"	0.682648401826484	"2759"	"35493"	NA	"72025"	"3803"	NA
"9a75c32d-f671-452e-86ca-9e152968e0be runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=190 ch=78 start_time=2017-01-26T00:14:29Z barcode=barcode12"	"AP8"	"JNB12"	413	0.857412548435267	0.9	"January"	"gi|744792836|gb|KN715757.1|"	79.07	344	72	36	71	389	1376638	1376306	204.252	"Arachis ipaensis cultivar K30076 chromosome B08 genomic scaffold: whole genome shotgun sequence"	"Arachis ipaensis"	"Arachis"	0.832929782082324	"2759"	"35493"	NA	"72025"	"3803"	NA
"b592aeb4-754c-4af7-8548-9637a126ef44 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=2799 ch=78 start_time=2017-01-26T19:45:39Z barcode=barcode12"	"AP8"	"JNB12"	297	0.894644549727018	0.936904265551981	"January"	"gi|744793038|gb|KN715555.1|"	85.71	175	25	14	75	238	5575247	5575076	172.859	"Arachis ipaensis cultivar K30076 chromosome B03 genomic scaffold: whole genome shotgun sequence"	"Arachis ipaensis"	"Arachis"	0.589225589225589	"2759"	"35493"	NA	"72025"	"3803"	"3817"
"090092ae-5546-4e2c-8097-bac3409308ca runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=1388 ch=7 start_time=2017-01-26T03:00:40Z barcode=barcode12"	"AP8"	"JNB12"	583	0.847764096090213	0.9	"January"	"gi|744792739|gb|KN715853.1|"	87.88	264	32	14	74	330	9189729	9189985	298.431	"Arachis ipaensis cultivar K30076 chromosome B10 genomic scaffold: whole genome shotgun sequence"	"Arachis ipaensis"	"Arachis"	0.452830188679245	"2759"	"35493"	NA	"72025"	"3803"	NA
"f8cf2afe-d1b0-460d-9fe1-ee8e4bea0a0b runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=1983 ch=7 start_time=2017-01-26T03:58:31Z barcode=barcode12"	"AP8"	"JNB12"	645	0.834082894576887	0.874107458820583	"January"	"gi|1189127731|ref|NC_029777.2|"	81.69	568	104	64	69	585	20399694	20400248	414.77	"Arachis duranensis cultivar V14167 chromosome A06: Aradu1.1: whole genome shotgun sequence"	"Arachis duranensis"	"Arachis"	0.88062015503876	"2759"	"35493"	NA	"72025"	"3803"	NA
"e63fbd2b-de4b-41f9-be01-025b09357b72 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=1355 ch=86 start_time=2017-01-26T17:52:47Z barcode=barcode12"	"AP8"	"JNB12"	403	0.867289575534471	0.920567176527572	"January"	"gi|748404354|gb|KN726110.1|"	86.93	176	23	12	76	243	585766	585595	187.632	"Arachis duranensis cultivar V14167 chromosome A03 genomic scaffold: whole genome shotgun sequence"	"Arachis duranensis"	"Arachis"	0.436724565756824	"2759"	"35493"	NA	"72025"	"3803"	NA
"d521b8e9-6230-4e41-a6d9-0793c6d8f5b9 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=39 ch=87 start_time=2017-01-26T00:00:52Z barcode=barcode12"	"AP8"	"JNB12"	378	0.875241730265352	0.920567176527572	"January"	"gi|748404783|gb|KN725681.1|"	83.44	314	52	27	75	371	1803359	1803056	267.038	"Arachis duranensis cultivar V14167 chromosome A02 genomic scaffold: whole genome shotgun sequence"	"Arachis duranensis"	"Arachis"	0.830687830687831	"2759"	"35493"	NA	"72025"	"3803"	"3817"
"a00f7a20-1e37-493f-8dbe-be166b55b01f runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=2756 ch=88 start_time=2017-01-26T05:06:20Z barcode=barcode12"	"AP8"	"JNB12"	640	0.874089771012485	0.920567176527572	"January"	"gi|748405935|gb|KN724529.1|"	94.01	217	13	7	204	414	1495795	1495580	322.437	"Arachis duranensis cultivar V14167 chromosome A10 genomic scaffold: whole genome shotgun sequence"	"Arachis duranensis"	"Arachis"	0.3390625	"2759"	"35493"	NA	"72025"	"3803"	NA
"1e34b7bb-b736-4c2e-8d40-0558e331d0c1 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=3732 ch=88 start_time=2017-01-26T06:31:38Z barcode=barcode12"	"AP8"	"JNB12"	386	0.884982810119246	0.936904265551981	"January"	"gi|744792989|gb|KN715604.1|"	80.81	271	52	25	72	329	4448149	4447891	189.479	"Arachis ipaensis cultivar K30076 chromosome B04 genomic scaffold: whole genome shotgun sequence"	"Arachis ipaensis"	"Arachis"	0.702072538860104	"2759"	"35493"	NA	"72025"	"3803"	NA
"474c739b-358c-4390-94b4-8c41ad3f57e4 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=923 ch=91 start_time=2017-01-26T01:30:37Z barcode=barcode12"	"AP8"	"JNB12"	823	0.862975309730102	0.920567176527572	"January"	"gi|748404509|gb|KN725955.1|"	85.47	516	75	46	80	565	1719581	1720080	496.022	"Arachis duranensis cultivar V14167 chromosome A01 genomic scaffold: whole genome shotgun sequence"	"Arachis duranensis"	"Arachis"	0.626974483596598	"2759"	"35493"	NA	"72025"	"3803"	"3817"
"cb209a16-3d15-49e0-bd16-c88eaec8a446 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=3589 ch=93 start_time=2017-01-26T04:31:43Z barcode=barcode12"	"AP8"	"JNB12"	435	0.86908775366975	0.920567176527572	"January"	"gi|651729735|ref|NC_024293.1|"	82.1	324	58	34	75	378	325152	324843	246.725	"Rhazya stricta mitochondrion: complete genome"	"Rhazya stricta"	"Rhazya"	0.744827586206897	"2759"	"35493"	NA	"4055"	NA	NA
"a6f221b5-edca-4496-8dd0-ba1c0e5218b2 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=2729 ch=96 start_time=2017-01-26T12:12:54Z barcode=barcode12"	"AP8"	"JNB12"	412	0.908349059788166	0.96018928294465	"January"	"gi|1189127727|ref|NC_029781.2|"	91.96	286	23	10	82	360	7472468	7472186	392.61	"Arachis duranensis cultivar V14167 chromosome A10: Aradu1.1: whole genome shotgun sequence"	"Arachis duranensis"	"Arachis"	0.694174757281553	"2759"	"35493"	NA	"72025"	"3803"	"3817"
"aa24fefc-fb49-41ad-ae86-8e70082e6053 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=4149 ch=96 start_time=2017-01-26T15:35:40Z barcode=barcode12"	"AP8"	"JNB12"	1070	0.920710576978102	0.96018928294465	"January"	"gi|1102547721|ref|NC_031806.1|"	89.15	212	23	13	598	796	242564	242775	252.265	"Castilleja paramensis mitochondrion: complete genome"	"Castilleja paramensis"	"Castilleja"	0.198130841121495	"2759"	"35493"	NA	"4143"	"91896"	NA
"b6378d74-f888-41f0-82ba-a71a1ce22297 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=4321 ch=96 start_time=2017-01-26T15:53:39Z barcode=barcode12"	"AP8"	"JNB12"	708	0.926507536973464	0.968377223398316	"January"	"gi|753718543|gb|CP009818.1|"	96.08	587	23	11	68	647	1301013	1300431	946.605	"Botrytis cinerea B05.10 chromosome BCIN14: complete sequence"	"Botrytis cinerea"	"Botrytis"	0.82909604519774	"2759"	"4890"	"147548"	"5178"	"28983"	NA
"5b40c407-0069-4e77-a0cd-6b746d4d3157 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=3388 ch=98 start_time=2017-01-26T08:56:42Z barcode=barcode12"	"AP8"	"JNB12"	462	0.870839305139627	0.920567176527572	"January"	"gi|927682185|gb|KR559021.1|"	85.89	333	47	24	84	407	195539	195222	333.517	"Heuchera parviflora var. saurensis voucher Folk 97 (OS): complete genome"	"Heuchera parviflora"	"Heuchera"	0.720779220779221	"2759"	"35493"	NA	"41946"	"3792"	"3794"
"e0b2eb4a-7a48-4e9b-b6ab-9c408c5054fb runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=3251 ch=98 start_time=2017-01-26T08:40:05Z barcode=barcode12"	"AP8"	"JNB12"	483	0.842561252754008	0.874107458820583	"January"	"gi|744792995|gb|KN715598.1|"	83.98	256	41	19	71	316	1869778	1869532	228.258	"Arachis ipaensis cultivar K30076 chromosome B04 genomic scaffold: whole genome shotgun sequence"	"Arachis ipaensis"	"Arachis"	0.530020703933747	"2759"	"35493"	NA	"72025"	"3803"	NA
"0527b05b-995b-4825-8719-1fc2085a68a4 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=678 ch=99 start_time=2017-01-26T01:04:01Z barcode=barcode12"	"AP8"	"JNB12"	385	0.900328345919297	0.949881276637273	"January"	"gi|744792995|gb|KN715598.1|"	83.72	172	28	15	73	233	1211245	1211078	148.852	"Arachis ipaensis cultivar K30076 chromosome B04 genomic scaffold: whole genome shotgun sequence"	"Arachis ipaensis"	"Arachis"	0.446753246753247	"2759"	"35493"	NA	"72025"	"3803"	NA
"d92d0492-9cf1-41e5-ba13-74d40b49aa72 runid=c8ac6a8a1874c1d00e5b94658c7960e33fd7870e read=145 ch=9 start_time=2017-01-26T01:48:44Z barcode=barcode12"	"AP8"	"JNB12"	561	0.867062089593236	0.920567176527572	"January"	"gi|402226710|gb|JH798065.1|"	84.65	241	37	19	74	298	1943849	1943612	222.718	"Botryotinia fuckeliana B05.10 unplaced genomic scaffold B0510_SuperContig_A4_B_V5: whole genome shotgun sequence"	"Botryotinia fuckeliana"	"Botryotinia"	0.429590017825312	"2759"	"4890"	"147548"	"5178"	"28983"	NA
"ab55671d-0888-423c-8ce7-389d3dd91450 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=27552 ch=104 start_time=2017-03-24T07:32:11Z barcode=barcode01"	"AP10"	"MNB01"	2058	0.844565555818218	0.9	"March"	"gi|1199304256|gb|CM007929.1|"	88.06	1030	123	73	69	1051	5999231	6000234	1153.43	"Triticum dicoccoides isolate Atlit2015 ecotype Zavitan chromosome 5A: whole genome shotgun sequence"	"Triticum dicoccoides"	"Triticum"	0.500485908649174	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"1351a9c0-d399-416c-b244-c67980bbafa9 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=15275 ch=110 start_time=2017-03-23T17:43:14Z barcode=barcode01"	"AP10"	"MNB01"	420	0.878561674407807	0.936904265551981	"March"	"gi|741241900|ref|NC_025996.1|"	75.52	290	71	23	96	368	8252246	8251963	121.153	"Elaeis guineensis chromosome 4: EG5: whole genome shotgun sequence &gt;gi|530537136|gb|CM002084.1| Elaeis guineensis chromosome 4: whole genome shotgun sequence"	"Elaeis guineensis"	"Elaeis"	0.69047619047619	"2759"	"35493"	"4447"	"40551"	NA	NA
"9d78c425-d445-482e-95b0-38fc884ad043 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=5651 ch=111 start_time=2017-03-23T15:55:52Z barcode=barcode01"	"AP10"	"MNB01"	479	0.791653092740877	0.841510680753889	"March"	"gi|1143484986|ref|NW_017908616.1|"	80.37	321	63	31	79	378	743597	743907	215.332	"Aegilops tauschii subsp. tauschii cultivar AL8/78 unplaced genomic scaffold: Aet_MR_1.0 ctg7180000354128: whole genome shotgun sequence"	"Aegilops tauschii"	"Aegilops"	0.670146137787056	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"974f8ebc-54b2-4dac-832d-16b27ba6ba8f runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=8670 ch=111 start_time=2017-03-24T00:57:49Z barcode=barcode01"	"AP10"	"MNB01"	663	0.884143461608313	0.936904265551981	"March"	"gi|741241894|ref|NC_026002.1|"	76.79	517	120	33	74	568	1302027	1301522	259.651	"Elaeis guineensis chromosome 10: EG5: whole genome shotgun sequence &gt;gi|530537130|gb|CM002090.1| Elaeis guineensis chromosome 10: whole genome shotgun sequence"	"Elaeis guineensis"	"Elaeis"	0.779788838612368	"2759"	"35493"	"4447"	"40551"	NA	NA
"7ce9c143-610f-42c2-bf5c-47c197c99b24 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=9045 ch=116 start_time=2017-03-23T23:51:46Z barcode=barcode01"	"AP10"	"MNB01"	477	0.896021602097906	0.936904265551981	"March"	"gi|164422210|gb|EU365401.1|"	84.67	287	44	26	150	426	444305	444035	263.345	"Bambusa oldhamii mitochondrion: complete genome"	"Bambusa oldhamii"	"Bambusa"	0.60167714884696	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"012360a5-cb41-4c62-8b19-368c250c45a8 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=1919 ch=117 start_time=2017-03-23T08:38:26Z barcode=barcode01"	"AP10"	"MNB01"	348	0.905311282263474	0.949881276637273	"March"	"gi|527290229|gb|KE504793.1|"	85	220	33	11	80	293	636004	636218	213.485	"Elaeis oleifera unplaced genomic scaffold o8_sc00161: whole genome shotgun sequence"	"Elaeis oleifera"	"Elaeis"	0.632183908045977	"2759"	"35493"	"4447"	"40551"	"4710"	NA
"0b2d6f82-f256-4b0c-974c-1fcdffbadb71 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=21051 ch=128 start_time=2017-03-23T23:17:43Z barcode=barcode01"	"AP10"	"MNB01"	588	0.854353545402774	0.9	"March"	"gi|669026884|emb|HG670306.1|"	88.28	401	47	28	144	528	563075046	563075434	455.396	"Triticum aestivum chromosome 3B: genomic scaffold: cultivar Chinese Spring"	"Triticum aestivum"	"Triticum"	0.681972789115646	"2759"	"35493"	"4447"	"38820"	"4479"	"4564"
"973d5574-5cc6-4772-92fc-6eb2477672e6 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=11323 ch=131 start_time=2017-03-24T01:22:33Z barcode=barcode01"	"AP10"	"MNB01"	334	0.877809232798436	0.920567176527572	"March"	"gi|1199304259|gb|CM007926.1|"	91.92	198	16	6	78	271	135280277	135280472	272.578	"Triticum dicoccoides isolate Atlit2015 ecotype Zavitan chromosome 3B: whole genome shotgun sequence"	"Triticum dicoccoides"	"Triticum"	0.592814371257485	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"ea250608-6c85-48ab-8d41-f14562a3bd43 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=13975 ch=138 start_time=2017-03-23T17:21:42Z barcode=barcode01"	"AP10"	"MNB01"	325	0.880989148963436	0.936904265551981	"March"	"gi|1199304246|gb|CM007933.1|"	88.89	207	23	16	70	263	147386338	147386541	241.185	"Triticum dicoccoides isolate Atlit2015 ecotype Zavitan chromosome 7A: whole genome shotgun sequence"	"Triticum dicoccoides"	"Triticum"	0.636923076923077	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"739f1509-c75f-4325-97d2-6426324b094a runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=9866 ch=143 start_time=2017-03-23T15:20:01Z barcode=barcode01"	"AP10"	"MNB01"	401	0.879227609486687	0.920567176527572	"March"	"gi|1199304260|gb|CM007925.1|"	80.97	289	55	27	71	350	90328646	90328376	204.252	"Triticum dicoccoides isolate Atlit2015 ecotype Zavitan chromosome 3A: whole genome shotgun sequence"	"Triticum dicoccoides"	"Triticum"	0.72069825436409	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"a1e7d0d8-6d1e-4878-9f4f-22054015f869 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=4225 ch=148 start_time=2017-03-23T10:42:42Z barcode=barcode01"	"AP10"	"MNB01"	1028	0.926065305660706	0.968377223398316	"March"	"gi|950013312|ref|NW_014555639.1|"	85.95	911	128	34	74	963	2226208	2225311	942.912	"Dinoponera quadriceps isolate SergipeBrazil2010 unplaced genomic scaffold: ASM131382v1 scaffold717: whole genome shotgun sequence &gt;gi|938147835|gb|KQ467880.1| Dinoponera quadriceps isolate SergipeBrazil2010 unplaced genomic scaffold scaffold717: whole genome shotgun sequence"	"Dinoponera quadriceps"	"Dinoponera"	0.886186770428016	"2759"	"6656"	"50557"	"7399"	"36668"	"369122"
"d01e5c2b-1914-44df-9ad3-95ae088a8a96 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=4082 ch=148 start_time=2017-03-23T10:17:41Z barcode=barcode01"	"AP10"	"MNB01"	348	0.872299618744988	0.920567176527572	"March"	"gi|1199304260|gb|CM007925.1|"	83.33	294	49	28	73	346	210465984	210465699	246.725	"Triticum dicoccoides isolate Atlit2015 ecotype Zavitan chromosome 3A: whole genome shotgun sequence"	"Triticum dicoccoides"	"Triticum"	0.844827586206897	"2759"	"35493"	"4447"	"38820"	"4479"	"4564"
"d412bcdd-2e2e-4118-805a-609cfbd1002e runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=303 ch=149 start_time=2017-03-23T06:37:11Z barcode=barcode01"	"AP10"	"MNB01"	518	0.86621445601766	0.9	"March"	"gi|1199304248|gb|CM007931.1|"	83.23	477	80	44	69	514	305606370	305606833	398.15	"Triticum dicoccoides isolate Atlit2015 ecotype Zavitan chromosome 6A: whole genome shotgun sequence"	"Triticum dicoccoides"	"Triticum"	0.920849420849421	"2759"	"35493"	"4447"	"38820"	"4479"	"4564"
"f1c9cfff-8bf8-47e7-aed3-e68229d71c6c runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=19573 ch=157 start_time=2017-03-23T23:21:27Z barcode=barcode01"	"AP10"	"MNB01"	665	0.860921246121796	0.9	"March"	"gi|1199304249|gb|CM007930.1|"	83.71	307	50	31	73	364	61589140	61589430	261.498	"Triticum dicoccoides isolate Atlit2015 ecotype Zavitan chromosome 5B: whole genome shotgun sequence"	"Triticum dicoccoides"	"Triticum"	0.461654135338346	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"7314d18f-069a-4c24-8020-a18d99bc64cd runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=13657 ch=174 start_time=2017-03-23T23:40:16Z barcode=barcode01"	"AP10"	"MNB01"	598	0.869924190272329	0.920567176527572	"March"	"gi|1143485180|ref|NW_017908422.1|"	82.16	499	89	42	67	534	1174800	1174313	390.763	"Aegilops tauschii subsp. tauschii cultivar AL8/78 unplaced genomic scaffold: Aet_MR_1.0 ctg7180000353461: whole genome shotgun sequence"	"Aegilops tauschii"	"Aegilops"	0.834448160535117	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"5bf4ff77-0735-4e88-8f42-679c4bc1ac51 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=639 ch=182 start_time=2017-03-23T06:56:00Z barcode=barcode01"	"AP10"	"MNB01"	390	0.887460184932038	0.936904265551981	"March"	"gi|1199304261|gb|CM007924.1|"	86.5	274	37	17	71	335	710378425	710378160	285.504	"Triticum dicoccoides isolate Atlit2015 ecotype Zavitan chromosome 2B: whole genome shotgun sequence"	"Triticum dicoccoides"	"Triticum"	0.702564102564103	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"533faec1-e743-4612-a69a-db7b051d1294 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=1608 ch=188 start_time=2017-03-24T00:07:20Z barcode=barcode01"	"AP10"	"MNB01"	3219	0.861820120979423	0.9	"March"	"gi|741241522|ref|NW_011550966.1|"	80	195	39	10	2875	3061	833337	833145	135.926	"Elaeis guineensis unplaced genomic scaffold: EG5 p5_sc00248: whole genome shotgun sequence &gt;gi|530307368|gb|KE606857.1| Elaeis guineensis unplaced genomic scaffold p5_sc00248: whole genome shotgun sequence"	"Elaeis guineensis"	"Elaeis"	0.0605778191985089	"2759"	"35493"	"4447"	"40551"	NA	NA
